"dataset_name","groupKeys","id","model_name","name","noise_std","test_best_historical_mse","test_best_historical_mse_Target_Bitcoin","test_best_historical_mse_Target_Ethereum"
"crypto","group-inrplay_deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking","gn8ocqw8","inrplay_deeptime","inrplay_deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking_seed1356038","1","0.28726976057176434","0.28726976057176434","undefined"
"crypto","group-inrplay_deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking","dp7s5r8j","inrplay_deeptime","inrplay_deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking_seed1356039","1","0.38459158469595006","undefined","0.38459158469595006"
"crypto","group-inrplay_deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking","rgjd6uld","inrplay_deeptime","inrplay_deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking_seed1356038","0.5","0.2587620069931905","0.2587620069931905","undefined"
"crypto","group-inrplay_deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking","iq6d5nxj","inrplay_deeptime","inrplay_deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking_seed1356039","0.5","0.34411427694081886","undefined","0.34411427694081886"
"crypto","group-inrplay_deeptime_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking","boambl12","inrplay_deeptime","inrplay_deeptime_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking_seed1356038","0","0.21438486162720197","0.21438486162720197","undefined"
"crypto","group-inrplay_deeptime_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking","n6610ggp","inrplay_deeptime","inrplay_deeptime_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking_seed1356039","0","0.3122276800671228","undefined","0.3122276800671228"
"crypto","group-inrplay_deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking","e1n28sss","inrplay_deeptime","inrplay_deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking_seed1356037","1","0.3214498377192472","0.3214498377192472","undefined"
"crypto","group-inrplay_deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking","qmawbrjr","inrplay_deeptime","inrplay_deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking_seed1356038","1","0.4291979985616689","undefined","0.4291979985616689"
"crypto","group-inrplay_deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking","ehhzmv7c","inrplay_deeptime","inrplay_deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking_seed1356037","0.5","0.2791513937142498","0.2791513937142498","undefined"
"crypto","group-inrplay_deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking","wqxjdg9f","inrplay_deeptime","inrplay_deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking_seed1356038","0.5","0.3797694054539024","undefined","0.3797694054539024"
"crypto","group-inrplay_deeptime_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking","6g02vtt1","inrplay_deeptime","inrplay_deeptime_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking_seed1356038","0","0.30800058219143595","undefined","0.30800058219143595"
"etth2","group-inrplay_deeptime_etth2_in288_out96_noise_laplace_std1.0_vsparsity_benchmarking","lt5r6n2y","inrplay_deeptime","inrplay_deeptime_etth2_in288_out96_noise_laplace_std1.0_vsparsity_benchmarking_seed1356036","1","0.16453252164557997","undefined","undefined"
"crypto","group-inrplay_deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking","w1sl6roc","inrplay_deeptime","inrplay_deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking_seed1356037","1","0.3907689849881773","undefined","0.3907689849881773"
"etth2","group-inrplay_deeptime_etth2_in288_out96_noise_laplace_std0.5_vsparsity_benchmarking","zt7tpx2q","inrplay_deeptime","inrplay_deeptime_etth2_in288_out96_noise_laplace_std0.5_vsparsity_benchmarking_seed1356036","0.5","0.14756054449613626","undefined","undefined"
"crypto","group-inrplay_deeptime_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking","wi65t7ew","inrplay_deeptime","inrplay_deeptime_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking_seed1356037","0","0.20821600316081296","0.20821600316081296","undefined"
"etth2","group-inrplay_deeptime_etth2_in288_out96_noise_laplace_std0_vsparsity_benchmarking","avat06fh","inrplay_deeptime","inrplay_deeptime_etth2_in288_out96_noise_laplace_std0_vsparsity_benchmarking_seed1356036","0","0.1315145629888086","undefined","undefined"
"crypto","group-inrplay_deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking","dv96411s","inrplay_deeptime","inrplay_deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking_seed1356037","0.5","0.3479183705606413","undefined","0.3479183705606413"
"crypto","group-inrplay_deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking","rl6d6xi7","inrplay_deeptime","inrplay_deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking_seed1356036","1","0.2816814493390419","0.2816814493390419","undefined"
"etth2","group-inrplay_deeptime_etth2_in288_out96_noise_laplace_std1.0_vsparsity_benchmarking","xelfietl","inrplay_deeptime","inrplay_deeptime_etth2_in288_out96_noise_laplace_std1.0_vsparsity_benchmarking_seed1356035","1","0.16716747492037673","undefined","undefined"
"etth2","group-inrplay_deeptime_etth2_in288_out96_noise_laplace_std0.5_vsparsity_benchmarking","xztvx3t2","inrplay_deeptime","inrplay_deeptime_etth2_in288_out96_noise_laplace_std0.5_vsparsity_benchmarking_seed1356035","0.5","0.14815875382018834","undefined","undefined"
"crypto","group-inrplay_deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking","p2sy4gsx","inrplay_deeptime","inrplay_deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking_seed1356036","0.5","0.25628200621013575","0.25628200621013575","undefined"
"etth2","group-inrplay_deeptime_etth2_in288_out96_noise_laplace_std0_vsparsity_benchmarking","4f0532s5","inrplay_deeptime","inrplay_deeptime_etth2_in288_out96_noise_laplace_std0_vsparsity_benchmarking_seed1356035","0","0.13307770540865996","undefined","undefined"
"traffic","group-inrplay_deeptime_traffic_in672_out96_noise_laplace_std1.0_vsparsity_benchmarking","o5z6t45i","inrplay_deeptime","inrplay_deeptime_traffic_in672_out96_noise_laplace_std1.0_vsparsity_benchmarking_seed1356037","1","0.17442284693336454","undefined","undefined"
"traffic","group-inrplay_deeptime_traffic_in672_out96_noise_laplace_std0.5_vsparsity_benchmarking","m3x8v69j","inrplay_deeptime","inrplay_deeptime_traffic_in672_out96_noise_laplace_std0.5_vsparsity_benchmarking_seed1356037","0.5","0.13470615181800127","undefined","undefined"
"traffic","group-inrplay_deeptime_traffic_in672_out96_noise_laplace_std0_vsparsity_benchmarking","tjxk347m","inrplay_deeptime","inrplay_deeptime_traffic_in672_out96_noise_laplace_std0_vsparsity_benchmarking_seed1356037","0","0.11455217691839416","undefined","undefined"
"etth2","group-inrplay_deeptime_etth2_in288_out96_noise_laplace_std1.0_vsparsity_benchmarking","6jmgq3v5","inrplay_deeptime","inrplay_deeptime_etth2_in288_out96_noise_laplace_std1.0_vsparsity_benchmarking_seed1356034","1","0.17516593344376025","undefined","undefined"
"exchange_rate","group-inrplay_deeptime_exchange_rate_in288_out96_noise_laplace_std1.0_vsparsity_benchmarking","5zh8kou5","inrplay_deeptime","inrplay_deeptime_exchange_rate_in288_out96_noise_laplace_std1.0_vsparsity_benchmarking_seed1356035","1","0.1158513568822056","undefined","undefined"
"traffic","group-inrplay_deeptime_traffic_in672_out96_noise_laplace_std1.0_vsparsity_benchmarking","780l5jra","inrplay_deeptime","inrplay_deeptime_traffic_in672_out96_noise_laplace_std1.0_vsparsity_benchmarking_seed1356036","1","0.18221490479699165","undefined","undefined"
"exchange_rate","group-inrplay_deeptime_exchange_rate_in288_out96_noise_laplace_std0.5_vsparsity_benchmarking","okxa9wyx","inrplay_deeptime","inrplay_deeptime_exchange_rate_in288_out96_noise_laplace_std0.5_vsparsity_benchmarking_seed1356035","0.5","0.1052236207243697","undefined","undefined"
"exchange_rate","group-inrplay_deeptime_exchange_rate_in288_out96_noise_laplace_std0_vsparsity_benchmarking","lalun4o8","inrplay_deeptime","inrplay_deeptime_exchange_rate_in288_out96_noise_laplace_std0_vsparsity_benchmarking_seed1356035","0","0.08915569560204491","undefined","undefined"
"traffic","group-inrplay_deeptime_traffic_in672_out96_noise_laplace_std0.5_vsparsity_benchmarking","ups9uc1b","inrplay_deeptime","inrplay_deeptime_traffic_in672_out96_noise_laplace_std0.5_vsparsity_benchmarking_seed1356036","0.5","0.14483591911069285","undefined","undefined"
"exchange_rate","group-inrplay_deeptime_exchange_rate_in288_out96_noise_laplace_std1.0_vsparsity_benchmarking","cluy670q","inrplay_deeptime","inrplay_deeptime_exchange_rate_in288_out96_noise_laplace_std1.0_vsparsity_benchmarking_seed1356034","1","0.14092048981809743","undefined","undefined"
"etth2","group-inrplay_deeptime_etth2_in288_out96_noise_laplace_std0.5_vsparsity_benchmarking","2g0m0xtf","inrplay_deeptime","inrplay_deeptime_etth2_in288_out96_noise_laplace_std0.5_vsparsity_benchmarking_seed1356034","0.5","0.15392413844687342","undefined","undefined"
"traffic","group-inrplay_deeptime_traffic_in672_out96_noise_laplace_std0_vsparsity_benchmarking","0gfswnlo","inrplay_deeptime","inrplay_deeptime_traffic_in672_out96_noise_laplace_std0_vsparsity_benchmarking_seed1356036","0","0.11493435755603412","undefined","undefined"
"exchange_rate","group-inrplay_deeptime_exchange_rate_in288_out96_noise_laplace_std0.5_vsparsity_benchmarking","i1418l85","inrplay_deeptime","inrplay_deeptime_exchange_rate_in288_out96_noise_laplace_std0.5_vsparsity_benchmarking_seed1356034","0.5","0.12712278561459353","undefined","undefined"
"traffic","group-inrplay_deeptime_traffic_in672_out96_noise_laplace_std1.0_vsparsity_benchmarking","j4u69nbt","inrplay_deeptime","inrplay_deeptime_traffic_in672_out96_noise_laplace_std1.0_vsparsity_benchmarking_seed1356035","1","0.18427253086714637","undefined","undefined"
"exchange_rate","group-inrplay_deeptime_exchange_rate_in288_out96_noise_laplace_std0_vsparsity_benchmarking","e0mxacju","inrplay_deeptime","inrplay_deeptime_exchange_rate_in288_out96_noise_laplace_std0_vsparsity_benchmarking_seed1356034","0","0.09993058055838087","undefined","undefined"
"exchange_rate","group-inrplay_deeptime_exchange_rate_in288_out96_noise_laplace_std1.0_vsparsity_benchmarking","s9zvhgea","inrplay_deeptime","inrplay_deeptime_exchange_rate_in288_out96_noise_laplace_std1.0_vsparsity_benchmarking_seed1356033","1","0.24781116274437348","undefined","undefined"
"traffic","group-inrplay_deeptime_traffic_in672_out96_noise_laplace_std0.5_vsparsity_benchmarking","f1xp7hvo","inrplay_deeptime","inrplay_deeptime_traffic_in672_out96_noise_laplace_std0.5_vsparsity_benchmarking_seed1356035","0.5","0.1461817133013237","undefined","undefined"
"crypto","group-inrplay_deeptime_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking","9zet2koe","inrplay_deeptime","inrplay_deeptime_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking_seed1356037","0","0.2837140224552751","undefined","0.2837140224552751"
"exchange_rate","group-inrplay_deeptime_exchange_rate_in288_out96_noise_laplace_std0.5_vsparsity_benchmarking","m75ea4dh","inrplay_deeptime","inrplay_deeptime_exchange_rate_in288_out96_noise_laplace_std0.5_vsparsity_benchmarking_seed1356033","0.5","0.10896515397897666","undefined","undefined"
"crypto","group-inrplay_deeptime_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking","n5mpd0tf","inrplay_deeptime","inrplay_deeptime_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking_seed1356036","0","0.2139110328596702","0.2139110328596702","undefined"
"traffic","group-inrplay_deeptime_traffic_in672_out96_noise_laplace_std0_vsparsity_benchmarking","ukk4h19g","inrplay_deeptime","inrplay_deeptime_traffic_in672_out96_noise_laplace_std0_vsparsity_benchmarking_seed1356035","0","0.11631210765818464","undefined","undefined"
"etth2","group-inrplay_deeptime_etth2_in288_out96_noise_laplace_std0_vsparsity_benchmarking","nmij3s3o","inrplay_deeptime","inrplay_deeptime_etth2_in288_out96_noise_laplace_std0_vsparsity_benchmarking_seed1356034","0","0.13516109394465653","undefined","undefined"
"exchange_rate","group-inrplay_deeptime_exchange_rate_in288_out96_noise_laplace_std0_vsparsity_benchmarking","s9r63jyv","inrplay_deeptime","inrplay_deeptime_exchange_rate_in288_out96_noise_laplace_std0_vsparsity_benchmarking_seed1356033","0","0.08806383982129805","undefined","undefined"
"crypto","group-mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std1.0_vsparsity_benchmarking_Bitcoin_prct0.1","540z4g3g","mixture_experts_deeptime","mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std1.0_vsparsity_benchmarking_Bitcoin_prct0.1_seed1356004","1","0.28274343007386965","0.28274343007386965","undefined"
"traffic","group-omp_deeptime_traffic_in672_out96_nonzero105_noise_laplace_std1.0_vsparsity_benchmarking","yn481tw4","omp_deeptime","omp_deeptime_traffic_in672_out96_nonzero105_noise_laplace_std1.0_vsparsity_benchmarking_seed1355538_tol1e-3","1","0.1972946915103375","undefined","undefined"
"crypto","group-mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std0.5_vsparsity_benchmarking_Bitcoin_prct0.1","sbi1u24e","mixture_experts_deeptime","mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std0.5_vsparsity_benchmarking_Bitcoin_prct0.1_seed1356004","0.5","0.260992003537277","0.260992003537277","undefined"
"crypto","group-mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std0_vsparsity_benchmarking_Bitcoin_prct0.1","boyyqlvd","mixture_experts_deeptime","mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std0_vsparsity_benchmarking_Bitcoin_prct0.1_seed1356004","0","0.22676977511754065","0.22676977511754065","undefined"
"crypto","group-mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std1.0_vsparsity_benchmarking_Bitcoin_prct0.1","shzppn52","mixture_experts_deeptime","mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std1.0_vsparsity_benchmarking_Bitcoin_prct0.1_seed1356003","1","0.28507157831417135","0.28507157831417135","undefined"
"crypto","group-mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std0.5_vsparsity_benchmarking_Bitcoin_prct0.1","5se37j43","mixture_experts_deeptime","mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std0.5_vsparsity_benchmarking_Bitcoin_prct0.1_seed1356003","0.5","0.2592752430781589","0.2592752430781589","undefined"
"traffic","group-omp_deeptime_traffic_in672_out96_nonzero105_noise_laplace_std0.5_vsparsity_benchmarking","mnyan1s3","omp_deeptime","omp_deeptime_traffic_in672_out96_nonzero105_noise_laplace_std0.5_vsparsity_benchmarking_seed1355538_tol1e-3","0.5","0.1498794430163901","undefined","undefined"
"crypto","group-mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std0_vsparsity_benchmarking_Bitcoin_prct0.1","r8rab0xt","mixture_experts_deeptime","mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std0_vsparsity_benchmarking_Bitcoin_prct0.1_seed1356003","0","0.22106971428207692","0.22106971428207692","undefined"
"crypto","group-mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std1.0_vsparsity_benchmarking_Bitcoin_prct0.1","rggl3i8j","mixture_experts_deeptime","mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std1.0_vsparsity_benchmarking_Bitcoin_prct0.1_seed1356002","1","0.27607361770222155","0.27607361770222155","undefined"
"crypto","group-mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std0.5_vsparsity_benchmarking_Bitcoin_prct0.1","nxgpa67n","mixture_experts_deeptime","mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std0.5_vsparsity_benchmarking_Bitcoin_prct0.1_seed1356002","0.5","0.2496975767361812","0.2496975767361812","undefined"
"crypto","group-mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std0_vsparsity_benchmarking_Bitcoin_prct0.1","i32geubs","mixture_experts_deeptime","mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std0_vsparsity_benchmarking_Bitcoin_prct0.1_seed1356002","0","0.23038161112621944","0.23038161112621944","undefined"
"crypto","group-mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std1.0_vsparsity_benchmarking_Bitcoin_prct0.1","fbwyd74d","mixture_experts_deeptime","mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std1.0_vsparsity_benchmarking_Bitcoin_prct0.1_seed1356001","1","0.271701200480427","0.271701200480427","undefined"
"traffic","group-omp_deeptime_traffic_in672_out96_nonzero105_noise_laplace_std0_vsparsity_benchmarking","42yd86pe","omp_deeptime","omp_deeptime_traffic_in672_out96_nonzero105_noise_laplace_std0_vsparsity_benchmarking_seed1355538_tol1e-3","0","0.11814010041680084","undefined","undefined"
"crypto","group-mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std0.5_vsparsity_benchmarking_Bitcoin_prct0.1","q1wg75nv","mixture_experts_deeptime","mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std0.5_vsparsity_benchmarking_Bitcoin_prct0.1_seed1356001","0.5","0.2550883587063452","0.2550883587063452","undefined"
"traffic","group-mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std1.0_vsparsity_benchmarking","ysef5g0s","mixture_experts_deeptime","mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std1.0_vsparsity_benchmarking_seed1356003","1","0.18513324325959096","undefined","undefined"
"crypto","group-mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std0_vsparsity_benchmarking_Bitcoin_prct0.1","pumolelf","mixture_experts_deeptime","mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std0_vsparsity_benchmarking_Bitcoin_prct0.1_seed1356001","0","0.2291907674668767","0.2291907674668767","undefined"
"traffic","group-mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std0.5_vsparsity_benchmarking","kg6cw8vi","mixture_experts_deeptime","mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std0.5_vsparsity_benchmarking_seed1356003","0.5","0.14282029615094652","undefined","undefined"
"traffic","group-omp_deeptime_traffic_in672_out96_nonzero105_noise_laplace_std1.0_vsparsity_benchmarking","zzzi2wrp","omp_deeptime","omp_deeptime_traffic_in672_out96_nonzero105_noise_laplace_std1.0_vsparsity_benchmarking_seed1355537_tol1e-3","1","0.1921257899979475","undefined","undefined"
"traffic","group-mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std0_vsparsity_benchmarking","n95dye5x","mixture_experts_deeptime","mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std0_vsparsity_benchmarking_seed1356003","0","0.12746316283524556","undefined","undefined"
"crypto","group-mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std1.0_vsparsity_benchmarking_Bitcoin_prct0.1","cgrimu1j","mixture_experts_deeptime","mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std1.0_vsparsity_benchmarking_Bitcoin_prct0.1_seed1356000","1","0.27619687558554384","0.27619687558554384","undefined"
"traffic","group-mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std1.0_vsparsity_benchmarking","df7hlr1f","mixture_experts_deeptime","mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std1.0_vsparsity_benchmarking_seed1356002","1","0.2005557396840258","undefined","undefined"
"traffic","group-mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std0.5_vsparsity_benchmarking","atgy7750","mixture_experts_deeptime","mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std0.5_vsparsity_benchmarking_seed1356002","0.5","0.15522865853134268","undefined","undefined"
"traffic","group-mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std0_vsparsity_benchmarking","ulygqjnd","mixture_experts_deeptime","mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std0_vsparsity_benchmarking_seed1356002","0","0.12628996294256614","undefined","undefined"
"crypto","group-mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std0.5_vsparsity_benchmarking_Bitcoin_prct0.1","jduqm5j3","mixture_experts_deeptime","mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std0.5_vsparsity_benchmarking_Bitcoin_prct0.1_seed1356000","0.5","0.2577897887861449","0.2577897887861449","undefined"
"traffic","group-mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std1.0_vsparsity_benchmarking","4dzhg2m0","mixture_experts_deeptime","mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std1.0_vsparsity_benchmarking_seed1356001","1","0.1993287750636764","undefined","undefined"
